record_id,patent_id,title,abstract,rep_claim,app_no,grant_no,pub_no,app_date,grant_date,assignee,current_owner,assignee_country,cpc_main_orig,cpc_main,cpc_all,family_id,family_size,n_backward_cites,n_forward_cites,n_claims,wips_key,label_v1
17/492041,12528206,"Tool stocker, interchangeable tool, robot apparatus, robot system, control method of robot system, and storage medium",A tool stocker for holding a tool is equipped with a stocker-inclining member that inclines the tool stocker and also equipped with a mechanism that adjusts an attaching/detaching position at which an interchangeable tool is attached to and detached from a robot arm. The attaching/detaching position can be adjusted by using the tool stocker so as to fit moving paths of the robot arm appropriately.,"1. A tool stocker system configured to store an interchangeable tool attachable to and detachable from a robot, the tool stocker system comprising: a tool stocker in which the interchangeable tool is stored; anda moving mechanism configured to move a contact portion of the interchangeable tool,even after the robot becomes separated from the interchangeable tool, the interchangeable tool keeping a state of holding a target object is stored in the tool stocker,wherein the moving mechanism is configured to bring the contact portion into contact with the target object and the target object is held by the contact portion when the interchangeable tool is stored in the tool stocker, andwherein the moving mechanism includes a lever member provided rotatably and a spring member.",17/492041,12528206,2022-0016789,2021-10-01,2026-01-20,Canon Kabushiki Kaisha,Canon Kabushiki Kaisha,JP,B25J-0015/0491,B25J-0015/0491,B25J-0015/0491 | B25J-0015/0009 | B25J-0015/0066 | B25J-0015/0475,111886361,7,49,1,27,4926004001448,GRAY
18/369225,12528183,Arm angle interval solving method and robotic arm using the same,"A robotic arm angle interval inverse solving method and a robotic arm using the same are provided. The method includes: obtaining a joint angle calculation model and a differential relationship model of a target joint of the robotic arm; obtaining extreme arm angles corresponding to a joint angle of the differential relationship model at extreme values based on the differential relationship model; obtaining a joint arm angle interval corresponding to the target joint based on the extreme arm angle and the joint angle calculation model; and obtaining a target arm angle interval corresponding to the robotic arm based on the joint arm angle interval corresponding to the target joint of the robotic arm. In comparison with the existing method to solve the arm angle interval of the robotic arm, a more accurate arm angle interval can be obtained.","1. A computer-implemented inverse solving method for an arm angle interval of a seven-degree-of-freedom robotic arm having an elbow joint with offset, comprising: obtaining a joint angle calculation model and a differential relationship model of a target joint of the robotic arm, wherein the target joint is any joint of the robotic arm except the elbow joint; the joint angle calculation model represents a first relationship between a joint angle and arm angle of the target joint, the differential relationship model represents a second relationship between the joint angle and the arm angle of the target joint; and the arm angle of the target joint is an included angle between a plane formed by each joint of the robotic arm and a reference plane;obtaining extreme arm angles corresponding to a joint angle of the differential relationship model at extreme values based on the differential relationship model, wherein the extreme arm angles include an arm angle corresponding to the joint angle of the differential relationship model at a maximum value and an arm angle corresponding to the joint angle of the differential relationship model at a minimum value;obtaining a joint arm angle interval corresponding to the target joint based on the extreme arm angle and the joint angle calculation model; andobtaining a target arm angle interval for controlling the robotic arm to move based on the joint arm angle interval corresponding to the target joint of the robotic arm;wherein obtaining the joint arm angle interval corresponding to the target joint based on the extreme arm angle and the joint angle calculation model comprises: obtaining a candidate joint angle of the target joint based on the extreme arm angle and the joint angle calculation model, wherein the candidate joint angle includes a maximum candidate joint angle and a minimum candidate joint angle; andobtaining a joint arm angle interval corresponding to the target joint based on the candidate joint angle and the joint angle calculation model; andwherein when the target joint is the first joint, the third joint, the fifth joint, or the seventh joint of the robotic arm, obtaining the joint arm angle interval corresponding to the target joint based on the candidate joint angle and the joint angle calculation model comprises: obtaining change information of the joint angle of the target joint with the arm angle based on a rule determination model, wherein the rule determination model is  and the change information includes at least one of periodic change information and monotonic change information;calculating a first arm angle interval corresponding to the maximum candidate joint angle based on the maximum candidate joint angle and the joint angle calculation model;determining a first candidate arm angle interval of the target joint based on the change information and the first arm angle interval;calculating a second arm angle interval corresponding to the minimum candidate joint angle based on the minimum candidate joint angle and the joint angle calculation model;determining a second candidate arm angle interval of the target joint based on the change information and the second arm angle interval; andusing an intersection of the first candidate arm angle interval and the second candidate arm angle interval as the joint arm angle interval corresponding to the target joint.",18/369225,12528183,2024-0001546,2023-09-18,2026-01-20,UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS CORP LTD,CN,B25J-0009/1607,B25J-0009/1607,B25J-0009/1607 | B25J-0009/163 | B25J-0009/1653,111888504,3,4,0,20,4926004001426,GRAY
18/167584,12528190,Systems and methods for deformable object manipulation using air,"Systems and methods for manipulating deformable objects using air are disclosed. In one embodiment, a system for manipulating a deformable object, the system includes a first robot arm having a first gripper, a second robot arm having a second gripper, a blower robot arm having an air pump, and one or more processors programmed to control the first robot arm and the second robot arm to grasp the deformable object using the first gripper and the second gripper, respectively, and to control the blower robot arm to perform a plurality of blowing actions onto the deformable object until an objective is satisfied.","1. A system for manipulating a deformable object, the system comprising: a first robot arm having a first gripper;a second robot arm having a second gripper;a blower robot arm having an air pump;at least one image sensor; andone or more processors programmed to:control the first robot arm and the second robot arm to grasp the deformable object using the first gripper and the second gripper, respectively;control the blower robot arm to perform a plurality of blowing actions onto the deformable object;score individual blowing actions of the plurality of blowing actions using the image data as input into a trained blowing network comprising an image encoder in the form of a convolution neural network and an action encoder in the form of a multilayer perceptron;select a selected blowing action having a maximum score among the plurality of blowing actions; andrepeatedly perform the selected blowing action until an objective is satisfied.",18/167584,12528190,2023-0256608,2023-02-10,2026-01-20,"COLUMBIA UNIVERSITY | TOYOTA RESEARCH INSTITUTE, INC. | TOYOTA JIDOSHA KABUSHIKI KAISHA",TOYOTA JIDOSHA KABUSHIKI KAISHA | COLUMBIA UNIVERSITY,US,B25J-0009/1682,B25J-0009/1682,B25J-0009/1682 | B25J-0009/0084 | B25J-0009/1697 | B25J-0015/00 | B25J-0015/0019 | G05B-2219/39109 | G05B-2219/39116 | G05B-2219/39123 | G05B-2219/40607,111888505,2,12,1,16,4926004001432,GRAY
18/369858,12528193,"Robot calibration method, robot and computer-readable storage medium","A robot calibration method, a robot, and a computer-readable storage medium are provided. The method includes: obtaining operation space information of the execution end of the robot; obtaining operation space points after gridding an operation space of the robot by gridding the operation space based on the operation space information; obtaining calibration data by controlling the execution end to move to the operation space points meeting a preset requirement; and calibrating the hand and the image detection device of the robot based on the obtained calibration data. In this manner, the operation space points are determined by gridding the operation space based on the operation space information, and the execution end can be automatically controlled to move to the operation space points that meet the preset requirements so as to obtain the calibration data in an automatic and accurate manner, thereby simplifying the calibration process and improving the efficiency.","1. A computer-implemented calibration method for a robot, wherein the robot comprises: an image detection device and an execution end with a hand, and wherein the method comprises: obtaining operation space information of the execution end of the robot, wherein the operation space information comprises three-dimensional information of an operation space of the execution end of the robot;obtaining operation space points by gridding the operation space based on the operation space information;obtaining calibration data by controlling the execution end to move to the operation space points meeting a preset requirement; andcalibrating the hand and the image detection device of the robot based on the obtained calibration data;wherein obtaining the operation space points by gridding the operation space based on the operation space information comprises:obtaining the three-dimensional information of the operation space from the operation space information, wherein the three-dimensional information of the operation space comprises: information of length, width and height of the operation space;obtaining a plurality of sub-operation space positions by discretizing the operation space based on a preset distance sampling interval and the three-dimensional information of the operation space;obtaining a posture amount of the execution end at each of the sub-operation space positions by discretizing postures of the execution end at each of the sub-operation space positions based on a preset angle sampling interval, wherein the execution end of the robot has various postures at each of the sub-operation space positions; andobtaining a total amount of the operation space points based on the posture amount of the execution end at each of the sub-operation space positions and the sub-operation space positions.",18/369858,12528193,2024-0001558,2023-09-19,2026-01-20,UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS CORP LTD,CN,B25J-0009/1692,B25J-0009/1692,B25J-0009/1692 | B25J-0009/1697 | G05B-2219/39016,111888507,3,10,0,20,4926004001435,GRAY
17/795458,12109699,"Method for controlling at least one servomotor, associated control device, robot and computer program product","A method for controlling a servomotor with a converter includes monitoring a circuit of a direct-voltage DC link that is connected to an input circuit for flow of an electric current; switching off a first switching device to end the supply of the direct-voltage DC link from an electrical grid if a stop signal occurs; braking the servomotor by control of power semiconductor switches of an inverter circuit in a regenerative braking operation, to reduce the rotation speed of the servomotor, if the monitoring detects that an electric current is not flowing after the first switching device has been switched off; and switching off a second switching device to prevent feeding electrical energy from the direct-voltage DC link into the servomotor if the monitoring detects a flow of electric current after the first switching device has been switched off.","1. A method for controlling at least one servomotor using a converter, the method comprising: obtaining a converter, the converter comprising: an input circuit connected to an electrical grid,a direct-voltage DC link operatively coupled for receiving electrical energy from the input circuit,a first switching device which is designed, in its switched-on state, to feed the direct-voltage DC link with electrical energy from the input circuit and, in its switched-off state, to prevent a feed of the direct-voltage DC link from the electrical grid so that no electrical energy from the electrical grid reaches the direct-voltage DC link,at least one inverter circuit operatively coupled for receiving electrical energy from the direct-voltage DC link and has controllable power semiconductor switches for electrically controlling the at least one servomotor, anda second switching device which is designed, in its switched-on state, to feed the at least one servomotor with electrical energy from the inverter circuit in order to drive the at least one servomotor and, in its switched-off state, to prevent a driving of the at least one servomotor so that no electrical energy driving the at least one servomotor goes from the inverter circuit to the servomotor;monitoring a circuit of the direct-voltage DC link that is connected to the input circuit for the flow of an electric current;switching off the first switching device in response to the occurrence of a stop signal, in order to end the supply of the direct-voltage DC link from the electrical grid;braking the at least one servomotor by controlling the power semiconductor switches of the inverter circuit in a generative braking operation, or via a short-circuit braking, in order to reduce the rotation speed of the at least one servomotor, in response to detecting with the monitoring that an electric current is not flowing in the circuit that connects the input circuit to the direct-voltage DC link after the first switching device has been switched off; andswitching off the second switching device in order to prevent a feeding of electrical energy from the direct-voltage DC link into the at least one servomotor in response to detecting with the monitoring a flow of electric current in the circuit that connects the input circuit to the direct-voltage DC link after the first switching device has been switched off.",17/795458,12109699,2023-0087833,2021-01-13,2024-10-08,KUKA DEUTSCHLAND GMBH,KUKA DEUTSCHLAND GMBH,DE,B25J-0009/126,B25J-0009/126,B25J-0009/126 | H02P-0003/22 | B25J-0009/0048 | B25J-0009/1615 | G05B-0019/4155 | G05B-2219/34013 | G05B-2219/40269,111896084,6,10,0,11,4924041002066,GRAY
18/248067,12539597,"Robot system, and control method for same","A controller of a robot system performs first control of controlling a robot arm in accordance with an operation with an operator to thereby cause an end effector to apply a treatment to an object and of recording trajectory data and second control of controlling the robot arm based on the trajectory data recorded in the first control to thereby move the end effector such that the end effector reproduces a moving trajectory and applies a treatment to the object. In the second control, in controlling the robot arm based on the trajectory data, the controller controls a pressing force of the end effector against the object.","1. A robot system comprising: a master device that is capable of being operated by a user;a slave device including an effector that applies a treatment to an object and a mover that moves the effector; anda controller that controls the slave device, whereinthe controller performs operations comprising first control of controlling the mover in accordance with an operating force generated by an operation with the master device to thereby cause the effector to apply a treatment to the object and of recording trajectory information related to a moving trajectory of the effector and recording the operating force generated by the operation with the master device, including X, Y and Z direction components of the operating force, andsecond control of controlling the mover based on the trajectory information recorded in the first control to thereby move the effector such that the effector reproduces the moving trajectory and applies a treatment to the object,in the second control, in controlling the mover based on the trajectory information, the controller controls a pressing force of the effector against the object,each of the trajectory information and the operating force includes one or more direction components comprising components in and around mutually orthogonal X, Y, and Z axis directions, andin the second control, the controller performs operations further comprising: using the X and Y direction components of the operating force recorded in the first control, in controlling the trajectory of the mover and using the Z direction component of the operating force recorded in the first control, to control the operating force of the mover.",18/248067,12539597,2023-0373078,2021-10-05,2026-02-03,KAWASAKI JUKOGYO KABUSHIKI KAISHA,KAWASAKI JUKOGYO KABUSHIKI KAISHA,JP,B25J-0003/00,B25J-0003/00,B25J-0003/00 | B25J-0003/04 | B25J-0009/1633 | B25J-0009/1664 | B25J-0009/1684 | B25J-0009/1689 | B25J-0011/0065 | B25J-0013/082 | G05B-2219/45065,111898740,4,31,2,18,4926006001384,GRAY
18/063206,12539600,"Robot system, method of controlling the robot system, recording medium, method of teaching the robot system, and method of manufacturing products","A robot system includes a robot and a control portion. The robot includes a contact detection portion configured to output a signal in accordance with contact performed by a user. The control portion is configured to control resistance of the robot applied to the user when the user moves the robot, in accordance with a number of contact positions at which the user contacts the robot, based on a signal from the contact detection portion.","1. A robot system comprising: a robot including a contact detection portion configured to output a signal in accordance with contact performed by a user; anda control portion,wherein the control portion is configured to control resistance of the robot applied to the user when the user moves the robot, in accordance with a number of contact positions at which the user contacts the robot, based on the signal from the contact detection portion.",18/063206,12539600,2023-0191592,2022-12-08,2026-02-03,CANON KABUSHIKI KAISHA,CANON KABUSHIKI KAISHA,JP,B25J-0009/0081,B25J-0009/0081,B25J-0009/0081 | G05B-0019/423 | B25J-0009/1633 | B25J-0009/1656 | B25J-0009/1664 | B25J-0013/081 | B25J-0019/00 | G05B-2219/39339 | G05B-2219/40581,111898743,5,10,1,17,4926006001387,GRAY
18/178566,12539608,Systems and methods for motion control of robots,"A method and system for motion control may be provided. A target trajectory of an object to be moved may be obtained. The object may be caused to move along the target trajectory of the object based on one or more motion parameters of the object during the movement of the object. At least a portion of the one or more motion parameters of the object may be determined using a motion parameter determination model. The one or more motion parameters of the object may include at least one of a pose parameter, an acceleration parameter, or a speed parameter.","1. A system for motion control, comprising: at least one storage device including a set of instructions; and at least one processor in communication with the at least one storage device, wherein when executing the set of instructions, the at least one processor is configured to direct the system to perform operations including: obtaining a target trajectory of an object to be moved; and causing the object to move along the target trajectory of the object based on one or more motion parameters of the object during the movement of the object, wherein at least a portion of the one or more motion parameters of the object are determined using a motion parameter determination model, the one or more motion parameters of the object include a pose parameter, and at least one of an acceleration parameter or a speed parameter, the target trajectory of the object includes a plurality of target trajectory points, and the causing the object to move along the target trajectory of the object based on one or more motion parameters of the object during the movement of the object includes: for each target trajectory point of the plurality of target trajectory points, obtaining one or more current motion parameters of the object corresponding to the target trajectory point and one or more target motion parameters corresponding to a next target trajectory point adjacent to the target trajectory point; determining, based on the one or more current motion parameters and the one or more target motion parameters, one or more motion adjustment parameters of the object using the motion parameter determination model, wherein the one or more motion adjustment parameters indicate one or more changes in the one or more current motion parameters of the object, and the one or more motion adjustment parameters include a pose adjustment of the pose parameter and at least one of an acceleration adjustment of the acceleration parameter or a speed adjustment of the speed parameter; and causing the object to move from the target trajectory point to the next target trajectory point based on the one or more motion adjustment parameters, wherein the motion parameter determination model is generated according to a training process including: obtaining one or more groups of training samples; and generating the motion parameter determination model by training a preliminary model using the one or more groups of training samples, wherein each group of training samples includes one or more training samples, and each training sample of the one or more training samples includes: one or more sample current motion parameters of a sample object corresponding to a first sample trajectory point, one or more sample target motion parameters of the sample object corresponding to a second sample trajectory point, the second sample trajectory point being next to the first sample trajectory point, one or more sample motion adjustment parameters of the sample object indicating one or more changes in the one or more sample current motion parameters of the sample object, a sample reward corresponding to the first sample trajectory point, and sample information relating to a sample trajectory of a sample motion of the sample object on which the first sample trajectory point is located, wherein the one or more groups of training samples are generated by: obtaining a plurality of reference trajectory points of a reference object from a sample pool: for each reference trajectory point of the plurality of reference trajectory points, obtaining one or more reference motion parameters and one or more reference motion adjustment parameters of the reference object corresponding to each reference trajectory point, the one or more reference motion adjustment parameters indicating one or more changes in the one or more reference motion parameters: generating, based on the one or more reference motion parameters and the one or more reference motion adjustment parameters corresponding to each reference trajectory point, an experience replay pool; and generating, based on the experience replay pool, the one or more groups of training samples, wherein the generating, based on the one or more reference motion parameters and the one or more reference motion adjustment parameters corresponding to each reference trajectory point, an experience replay pool includes: for each reference trajectory point, determining, based on the one or more reference motion parameters and the one or more reference motion adjustment parameters, one or more reference target motion parameters of the reference object corresponding to a reference target trajectory point: determining a reward corresponding to the reference trajectory point: designating the one or more reference motion parameters, the one or more reference target motion parameters, the one or more reference motion adjustment parameters, the reward corresponding to the reference trajectory point, and information relating to a reference trajectory on which the reference trajectory point and the reference target trajectory point are located as reference data corresponding to each reference trajectory point: generating, based on the reference data corresponding to the plurality of reference trajectory points, the experience replay pool.",18/178566,12539608,2024-0300105,2023-03-06,2026-02-03,KEYWESTTECH LLC.,"KEYWESTTECH LLC. | HITHINK ROYALFLUSH INFORMATION NETWORK CO., LTD.",US,B25J-0009/1664,B25J-0009/1664,B25J-0009/1664 | B25J-0009/163,111898751,1,9,0,7,4926006001395,GRAY
18/723679,12539620,"Robot control device, robot system, and robot control program","A robot controller includes: a movement controller moving a robot arm including a hand; and an opening/closing controller opening and closing at least one of fingers included in hand in a predetermined direction. The movement controller causes the robot arm to bring at least one of the fingers into contact with a workpiece in a pressing direction. The opening/closing controller causes the at least one of the fingers to perform an opening action after the contact action. After the at least one of the fingers separates from the workpiece through the opening action, the movement controller causes the robot arm to perform an approaching action of moving the hand in the pressing direction to a holding position. The opening/closing controller causes the fingers to hold the workpiece by causing at least one of the fingers to close in a state where the hand is located at the holding position.","1. A robot controller comprising: a movement controller that moves an arm including a hand; andan opening/closing controller that opens and closes at least one of fingers included in the hand in a predetermined opening/closing direction, whereinthe movement controller causes the arm to perform a contact action of bringing at least one of the fingers into contact with a workpiece in a pressing direction, the pressing direction intersecting with the opening/closing direction,the opening/closing controller causes the at least one of the fingers to perform an opening action after the contact action,after the at least one of the fingers is separated from the workpiece through the opening action, the movement controller causes the arm to perform an approaching action of moving the hand in the pressing direction to a predetermined holding position at which the workpiece is located between the fingers, andthe opening/closing controller causes the fingers to hold the workpiece by causing at least one of the fingers to perform a closing action in a state where the hand is located at the holding position.",18/723679,12539620,2025-0065512,2022-12-19,2026-02-03,KAWASAKI JUKOGYO KABUSHIKI KAISHA,KAWASAKI JUKOGYO KABUSHIKI KAISHA,JP,B25J-0013/08,B25J-0013/08,B25J-0013/08 | B25J-0013/085 | B25J-0009/1612 | B25J-0009/1633 | B25J-0015/08 | G05B-2219/39466 | G05B-2219/39527 | G05B-2219/40053 | G05B-2219/45063,111898763,5,18,0,10,4926006001407,GRAY
17/698261,12539622,Robot hand module,"A robot hand module includes a palm part and a thumb module coupled to the palm part, wherein the thumb module includes a thumb phalangeal part movably coupled to the palm part, a thumb cable part having a first side connected to the thumb phalangeal part, and a thumb driving part connected to a second side of the thumb cable part and configured to operate the thumb phalangeal part by extending the thumb cable part to the outside or retracting the thumb cable part, and wherein the thumb phalangeal part includes a thumb pre-tensioner configured to pull the thumb cable part, a first side of the thumb pre-tensioner being fixed relative to the thumb phalangeal part, and a second side of the thumb pre-tensioner being fixed to the thumb cable part.","1. A robot hand module comprising: a palm part; anda thumb module coupled to the palm part,wherein: the thumb module comprises: a thumb phalangeal part movably coupled to the palm part;a thumb cable part having a first side connected to the thumb phalangeal part; anda thumb driving part connected to a second side of the thumb cable part and configured to operate the thumb phalangeal part by extending the thumb cable part to an outside or retracting the thumb cable part,the thumb phalangeal part comprises: a thumb pre-tensioner configured to pull the thumb cable part;a first side of the thumb pre-tensioner being fixed relative to the thumb phalangeal part; anda second side of the thumb pre-tensioner being fixed to the thumb cable part; whereinwhen tension of the thumb cable part decreases, the second side of the thumb pre-tensioner is configured to move toward the first side of the thumb pre-tensioner, andthe thumb pre-tensioner comprises a spring member having a first end portion fixed to the thumb phalangeal part.",17/698261,12539622,2023-0044228,2022-03-18,2026-02-03,HYUNDAI MOTOR COMPANY | KIA CORPORATION,HYUNDAI MOTOR COMPANY | KIA CORPORATION,KR,B25J-0015/0009,B25J-0015/0009,B25J-0015/0009 | B25J-0015/10 | B25J-0009/08 | B25J-0009/1045 | B25J-0009/104,111898765,2,45,6,16,4926006001409,T1_auto
18/083687,12377539,Collaborative robot,"A robot comprises at least one articulate arm having members including a base, an end effector and a plurality of links, wherein each link is movably connected to two others of said members by respective joints, at least one sensor for detecting an external force acting on any one of the members, and a controller for controlling movements of the joints, so as to move the end effector along a pre-programmed path. In case of the sensor detecting an external force, the controller is adapted to adopt a first release strategy for escaping from the external force, to evaluate whether the first strategy is successful, and if not, to adopt a second release strategy.","1. A robot, comprising: at least one articulate arm having members, the members comprising a base, an end effector, and a plurality of links, wherein each of the plurality of links is movably connected to two other members by respective joints;at least one sensor configured to detect an external force acting on any one of the members; anda controller configured to control movements of the respective joints so as to move the end effector along a pre-programmed path;wherein, in response to the sensor detecting the external force, the controller is configured to: adopt a first release strategy for escaping from the external force, evaluate whether the first strategy is successful;adopt a second release strategy when the first strategy is unsuccessful; andprohibit the robot arm from assuming a singular pose that corresponds to the plurality of links being arranged in a straight line, wherein in the first or second release strategy the controller is further configured to select one of the respective joints and to control the one of the respective joints to rotate based on an external torque affecting the respective joints.",18/083687,12377539,2023-0138217,2022-12-19,2025-08-05,ABB SCHWEIZ AG,ABB SCHWEIZ AG,CH,B25J-0009/1638,B25J-0009/1638,B25J-0009/1638 | B25J-0009/1602 | B25J-0009/1664 | B25J-0009/1674 | B25J-0013/085 | B25J-0019/06 | G05B-2219/40202,111910898,4,6,1,17,4925032001941,GRAY
17/656113,12290928,Systems and methods for flexible robotic manipulation by fast online load estimation,"Provided herein is a method for controlling a manipulator, comprising accepting an initial pose of a load and a task for moving the load and retrieving using a mapping function, an identification trajectory corresponding to the initial pose of the load and controlling a plurality of actuators of the manipulator to move the load according to the retrieved identification trajectory and obtaining measured motion data and estimated motion data of the load each corresponding to motion of the load. The method further comprises estimating parameters of the load based on the measured motion data and the estimated motion data, obtaining a model of the manipulator having the load with the estimated parameters, and determining a performance trajectory to move the load according to the task based on the obtained model of the manipulator. The method further comprises controlling the actuators to move the load according to the performance trajectory.","1. A manipulator, comprising: a robotic arm comprising one or more joints configured to move a load according to a task;a plurality of actuators configured to change a motion of the robotic arm to track a trajectory;a memory configured to store a model of the manipulator with unknown load information and a mapping function mapping initial poses of the load to corresponding identification trajectories;an input interface configured to receive an initial pose of the load and the task for moving the load; anda processor configured to execute stored instructions implementing different modules of the manipulator, including: a load estimator configured to: determine using the mapping function, at least one initial configuration of the one or more joints corresponding to the initial pose of the load;compute an identifiability score of each initial configuration of the at least one initial configuration of the one or more joints;compare the identifiability score of each initial configuration of the at least one initial configuration with a threshold;obtain a subset of identification trajectories comprising an identification trajectory for each initial configuration of the at least one initial configuration whose identifiability score exceeds the threshold;calculate a motion distance between each initial configuration of the at least one initial configuration and a goal configuration for each identification trajectory in the subset of identification trajectories;determine a trajectory in the subset of identification trajectories for which the calculated motion distance is least among the subset of identification trajectories;select the determined trajectory as a retrieved identification trajectory in the subset of identification trajectories;control the plurality of actuators to move the load according to the retrieved identification trajectory, based on the model of the manipulator with unknown load information;obtain measured motion data corresponding to the movement of the load according to the retrieved identification trajectory and estimated motion data of the load corresponding to motion of the load according to the identification trajectory and estimated based on the model of the manipulator; andestimate parameters of the load based on the measured motion data of the load and the estimated motion data of the load; anda performance controller configured to: obtain a model of the manipulator having the load with the estimated parameters of the load;determine a performance trajectory to move the load according to the task based on the model of the manipulator having the load with the estimated parameters; andcontrol the actuators to move the load according to the performance trajectory.",17/656113,12290928,2023-0302636,2022-03-23,2025-05-06,"Mitsubishi Electric Research Laboratories, Inc.","Mitsubishi Electric Research Laboratories, Inc.",US,B25J-0009/1633,B25J-0009/1633,B25J-0009/1633 | B25J-0009/1664 | B25J-0009/163 | B25J-0009/1638 | B25J-0009/1674 | G05B-2219/39364,111969864,5,18,2,17,4925019001803,GRAY
17/952549,12427673,Apparatus and method for controlling rail boarding for autonomous driving of a mobile robot,"Provided is an apparatus for controlling rail boarding for autonomous driving of a mobile robot. The apparatus includes: a sensor module configured to acquire sensing information for recognizing a surrounding environment of the mobile robot; a detection module configured to detect a boarding target rail of the mobile robot based on the sensing information, set line information in the detected rail region, and set an entry line from the line information; a memory configured to store a control program for the rail boarding of the mobile robot is stored based on the detected information; and a processor configured to convert the entry line into a robot (real) coordinate system, set an entry point for moving to the entry line is set, and generate driving information for movement within the set entry point and entry line, as the program stored in the memory is executed.","1. An apparatus for controlling rail boarding for autonomous driving of a mobile robot, comprising: at least one processor; and memory having instructions stored thereon, which, when executed by the at least one processor, cause the at least one processor to:acquire sensing information for recognizing a surrounding environment of the mobile robot using a sensor;detect boarding target rails of the mobile robot based on the sensing information through training of a rail image, set line information in the detected rail region, and set an entry line, which is set in a sensor coordinate system, from the line information; andconvert the entry line, which is set in the sensor coordinate system, into a robot (real) coordinate system, set an entry point for moving to the entry line, and generate driving information for movement within the set entry point and entry line,wherein the line information includes first and second line information on first and second lines corresponding to the detected rails, respectively, wherein the at least one a processor generates only one of the first and second line information.",17/952549,12427673,2023-0150140,2022-09-26,2025-09-30,ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,KR,B25J-0009/1697,B25J-0009/1697,B25J-0009/1697 | G05D-0001/0246 | G05D-0001/0244,111979665,2,10,0,16,4925040002275,GRAY
18/257806,12533812,Co-handling robot having a mixed-force control law providing high effector sensitivity and enabling interaction with the body of the robot,A co-handling robot has a mixed-forced control law providing high effector sensitivity and enabling interaction with the body of the robot. A multi-axis force sensor is carefully positioned between the end member (flange) of an industrial co-handling robot and the tool supported thereby. A modified increased force control law is implemented in the robot controller by introducing a saturation function.,"1. A co-handling robot comprising: a kinematic chain of mechanical elements comprising a proximal-end element forming a base of the robot and a distal-end element, the elements being mounted with the ability to move relative to one another so that the distal-end element is able to move with respect to the proximal-end element;a tool and/or a gripper, which is configured to be manipulated by a human operator, the tool and/or the gripper being connected to the distal-end element in such a way that the tool and/or the gripper has the same degrees of freedom as the distal-end element;means for controlling at least part of the first chain of elements, comprising: actuators arranged on the chain to perform all the movements of the various elements of the chain relative to one another and/or to apply a force between them,means for measuring displacement of the elements with respect to one another,a single multiaxis force sensor, arranged between the distal-end element and the tool and/or the gripper, so as to measure forces applied to the distal-end element and the tool and/or the gripper, anda controller for controlling the actuators on the basis of the measurements taken by the means for measuring displacement and by the measurements from the multiaxis force sensor, according to a control law implemented in the controller,said control law comprising: a force-increasing loop configured to amplify, at joints of the robot, forces applied to the tool and/or the gripper and measured by the multiaxis force sensor, this being in respect of at least some of the degrees of freedom of the distal end, the force-increasing loop comprising a comparator to subtract, from an integral gain Ki of the loop, an anti-windup gain Kaw, and an integrator which receives a result from the comparator to supply setpoint speeds for the various elements of the chain,an internal speed loop with proportional gain Kv which receives the speed setpoint from the force-increasing loop to supply non-saturation reference torques for the various actuators,an internal speed loop saturation function, a saturation term τsat being chosen to be greater than or equal to a vector τf0 of dry friction coefficients of the actuators, andan anti-windup component fed back to an input of the integrator of the force-amplification loop, and obtained from a force correction applied by the saturation function and the gain Kaw so that as soon as saturation comes into effect, the integrator of the force-increasing loop interrupts its integration.",18/257806,12533812,2024-0033929,2021-12-17,2026-01-27,COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,FR,B25J-0009/1689,B25J-0009/1689,B25J-0009/1689 | B25J-0009/163 | B25J-0009/1633 | B25J-0009/1641 | B25J-0013/02 | B25J-0013/085 | B25J-0013/088 | G05B-0019/423 | G05B-2219/39529 | G05B-2219/41411,111980378,7,5,1,11,4926005001740,GRAY
