출원번호,등록번호,출원일,발명의 명칭,출원인,출원인_norm,출원인_그룹,출원인_국적1,WIPS패밀리 ID,_패밀리내건수,Current CPC Main,label_v1,label_source,신호_휴머노이드,신호_Tier,신호_제외_수술,신호_제외_외골격,신호_제외_청소,신호_제외_물류전용,신호_제외_완구,_결함
18/380119,12186890,2023-10-13,System and method for automated experimentation,Spaero Inc.,SPAERO,SPAERO,US,88813803,2,B25J-0009/1679,GRAY,,False,False,False,False,False,False,False,
17/620788,12263575,2020-06-26,Method for specifying an input value on a robotic manipulator,FRANKA EMIKA GMBH,FRANKA EMIKA,FRANKA,DE,88824252,1,B25J-0013/02,GRAY,,False,True,False,False,False,False,False,
17/798123,12263586,2020-02-27,"Control system, control apparatus, control method, and recording medium",NEC CORPORATION,NEC,NEC,JP,88824263,1,B25J-0009/0084,GRAY,,False,False,False,False,False,False,False,
17/213741,12263599,2021-03-26,Collaborative multi-robot tasks using action primitives,INTEL CORPORATION,INTEL,INTEL,US,88824276,1,B25J-0009/1669,GRAY,,False,True,False,False,False,True,False,
17/949657,12263605,2022-09-21,Collaborative dual-robot hinge installation system including a single multi-purpose vision system,GM GLOBAL TECHNOLOGY OPERATIONS LLC,GM GLOBAL TECHNOLOGY OPERATIONS,GM,US,88824282,1,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
18/841699,12263602,2023-06-20,Robot calibration method based on pose constraint and force sensing,"NINGBO INSTITUTE OF MATERIALS TECHNOLOGY & ENGINEERING, CHINESE ACADEMY OF SCIENCES",NINGBO INSTITUTE OF MATERIALS TECHNOLOGY & ENGINEERING CHINESE ACADEMY OF SCIENCES,NINGBO INSTITUTE OF MATERIALS TECHNOLOGY & ENGINEERING CHINESE ACADEMY OF SCIENCES,CN,88931507,1,B25J-0009/1692,GRAY,,False,False,False,False,False,False,False,
17/702141,12214508,2022-03-23,Robotic system comprising a movable robot,ABB Schweiz AG,ABB SCHWEIZ,ABB,CH,88945837,1,B25J-0009/1674,GRAY,,False,False,False,False,False,False,False,
16/428333,10576630,2019-05-31,Robotic system with a robot arm suction control mechanism and method of operation thereof,"Mujin, Inc.",MUJIN,MUJIN,JP,89007926,2,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
17/974941,12257715,2022-10-27,Robot and controlling method thereof,"Samsung Electronics Co., Ltd.",SAMSUNG ELECTRONICS,SAMSUNG,KR,89008836,1,B25J-0009/1661,GRAY,,False,True,False,False,False,False,False,
18/406640,12257708,2024-01-08,Robotic arm calibration method,"Delta Electronics, Inc.",DELTA ELECTRONICS,DELTA ELECTRONICS,TW,89009528,1,B25J-0009/02,GRAY,,False,True,False,False,False,False,False,
17/546680,12257699,2021-12-09,End effector for robotic picking and packing,"NIMBLE ROBOTICS, INC.",NIMBLE ROBOTICS,NIMBLE ROBOTICS,US,89009925,1,B25J-0015/0616,GRAY,,False,True,False,False,False,False,False,
17/086818,11613024,2020-11-02,Gripper mechanism,"BOSTON DYNAMICS, INC.",BOSTON DYNAMICS,HYUNDAI MOTOR GROUP(2021~)/구글·소프트뱅크(이전),US,89011005,2,B25J-0015/0028,GRAY,,False,True,False,False,False,False,False,
17/788784,12269165,2020-12-22,"Robot control apparatus, robot control system, robot control method, and computer-readable storage medium storing a robot control program",OMRON CORPORATION,OMRON,OMRON,JP,89019907,1,B25J-0009/1653,GRAY,,False,True,False,False,False,False,False,
17/921703,12269173,2021-05-20,Robot system,FANUC CORPORATION,FANUC,FANUC,JP,89019914,1,B25J-0009/1682,GRAY,,False,False,False,False,False,False,False,
17/849257,12269179,2022-06-24,Autonomous manipulation of flexible primary packaging in dimensionally stable secondary packaging by means of robots,INVITE GMBH | BAYER AKTIENGESELLSCHAFT,INVITE,INVITE,DE,89019920,1,B25J-0009/1612,GRAY,,False,True,False,False,False,False,False,
17/268300,12023810,2019-08-13,System for active motion displacement control of a robot,"BECKMAN COULTER, INC.",BECKMAN COULTER,BECKMAN COULTER,US,89093258,1,B25J-0009/1628,GRAY,,False,True,False,False,False,False,False,
17/640388,12220809,2020-02-05,Sensing device and robot manipulator having the same,KOREA INSTITUTE OF MACHINERY & MATERIALS,KOREA INSTITUTE OF MACHINERY & MATERIALS,KOREA INSTITUTE OF MACHINERY & MATERIALS,KR,89130254,1,B25J-0013/081,GRAY,,False,True,False,False,False,False,False,
17/676904,12145275,2022-02-22,Robot control method and robot control device,"Panasonic Intellectual Property Management Co., Ltd.",PANASONIC INTELLECTUAL PROPERTY MANAGEMENT,PANASONIC,JP,89148213,1,B25J-0009/1641,GRAY,,False,True,False,False,False,False,False,
16/281767,11383395,2019-02-21,Communications module for a robot,ABB Schweiz AG,ABB SCHWEIZ,ABB,CH,89234956,1,B25J-0019/02,GRAY,,False,False,False,False,False,False,False,
17/375084,11679503,2021-07-14,"Control device, picking system, distribution system, program, control method and production method","MUJIN, INC.",MUJIN,MUJIN,JP,89247513,2,B25J-0009/1666,GRAY,,False,False,False,False,False,False,False,
17/616587,12275132,2019-06-06,"Tactile sensor, robot hand, and robot",OMRON CORPORATION,OMRON,OMRON,JP,89268879,1,B25J-0013/082,GRAY,,False,True,False,False,False,False,False,
17/906574,12275133,2021-06-09,Robot control device,FANUC CORPORATION,FANUC,FANUC,JP,89268880,1,B25J-0013/084,GRAY,,False,True,False,False,False,False,False,
18/070657,12275137,2022-11-29,Multi-layered soft pneumatic actuator and robot mechanism including the same,POSTECH RESEARCH AND BUSINESS DEVELOPMENT FOUNDATION,POSTECH RESEARCH AND BUSINESS DEVELOPMENT FOUNDATION,POSTECH RESEARCH AND BUSINESS DEVELOPMENT FOUNDATION,KR,89268884,1,B25J-0009/142,GRAY,,False,True,True,False,False,False,False,
18/540156,12275144,2023-12-14,Joint structure of robot,TOYOTA JIDOSHA KABUSHIKI KAISHA,TOYOTA JIDOSHA,TOYOTA,JP,89268891,1,B25J-0009/106,T1_auto,휴머노이드명시/전건T1_OEM,True,True,False,False,False,False,False,
17/856196,12275150,2022-07-01,"Method of setting control parameter of robot, robot system, and computer program",SEIKO EPSON CORPORATION,SEIKO EPSON,SEIKO EPSON,JP,89268897,1,B25J-0009/1653,GRAY,,False,True,False,False,False,False,False,
18/071462,12275152,2022-11-29,"Robot stability control method, robot and computer-readable storage medium",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,89268899,1,B25J-0009/1638,GRAY,,False,True,False,False,False,False,False,
17/945736,12275153,2022-09-15,"Control method for delivery robots, delivery system and computer-readable storage medium","Keenon Robotics Co., Ltd.",KEENON ROBOTICS,KEENON ROBOTICS,CN,89268900,1,B25J-0009/1666,GRAY,,False,False,False,False,False,False,False,
15/642665,10987804,2017-07-06,Robot device and non-transitory computer readable medium,FUJIFILM BUSINESS INNOVATION CORP.,FUJIFILM BUSINESS INNOVATION,FUJIFILM BUSINESS INNOVATION,JP,89279227,1,B25J-0009/163,GRAY,,False,False,False,False,False,False,False,
18/025889,12269156,2021-11-20,Local autonomy-based haptic robot interaction with dual proxy model,THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY,THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY,THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY,US,89488737,1,B25J-0013/025,GRAY,,False,True,True,False,False,False,False,
17/924673,12023805,2021-05-20,Small actuator for robot,"ROBOTIS, INC.",ROBOTIS,ROBOTIS,US,89518850,1,B25J-0009/12,GRAY,,False,True,False,False,False,False,False,
17/624656,12280491,2020-07-10,"Control device, control method, and control program",SONY GROUP CORPORATION,SONY GROUP,SONY,JP,89522287,1,B25J-0013/083,GRAY,,False,True,False,False,False,False,False,
17/283086,11584001,2019-10-15,Bearing assembly,KUKA DEUTSCHLAND GMBH,KUKA DEUTSCHLAND,KUKA,DE,89583446,1,B25J-0009/108,GRAY,,False,False,False,False,False,False,False,
15/292119,10232513,2016-10-13,"Robot control device, robot system and method of controlling robot which carries object in cooperation with person",FANUC CORPORATION,FANUC,FANUC,JP,89605774,1,B25J-0013/085,GRAY,,False,True,False,False,False,False,False,
16/926780,11660757,2020-07-13,Robot control system simultaneously performing workpiece selection and robot task,FANUC CORPORATION,FANUC,FANUC,JP,89605852,1,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
17/696181,12151382,2022-03-16,"Remote operation system, remote operation method, and remote operation program",TOYOTA JIDOSHA KABUSHIKI KAISHA,TOYOTA JIDOSHA,TOYOTA,JP,89616647,1,B25J-0009/1689,GRAY,,False,True,False,False,False,False,False,
17/604066,12275149,2020-04-17,Method of controlling a robot arm based on adaptive friction,UNIVERSAL ROBOTS A/S,UNIVERSAL ROBOTS A/S,UNIVERSAL ROBOTS A/S,DK,89654463,1,B25J-0009/1641,GRAY,,False,True,False,False,False,False,False,
18/728363,12285854,2022-11-22,Delivery robot,NEUBILITY INC.,NEUBILITY,NEUBILITY,KR,89672914,1,B25J-0011/008,GRAY,,False,True,False,False,False,False,False,
18/201744,12285871,2023-05-24,"Robot control method, computer-readable storage medium, and robot",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,89672931,1,B25J-0009/1664,T1_auto,휴머노이드명시/전건T1_OEM,True,True,False,False,False,False,False,
17/107206,11358289,2020-11-30,Joint structure of industrial robot,FANUC CORPORATION,FANUC,FANUC,JP,89683128,1,B25J-0017/00,GRAY,,False,True,False,False,False,False,False,
17/013971,11679502,2020-09-08,Robot control system,FANUC CORPORATION,FANUC,FANUC,JP,89771451,1,B25J-0009/1666,GRAY,,False,False,False,False,False,False,False,
17/895999,12280509,2022-08-25,Method for efficient operation of mobile robotic devices,AI Incorporated,AI,AI,CA,89820055,1,B25J-0009/1666,GRAY,,False,False,False,False,False,False,False,
17/678037,12280510,2022-02-23,Biped robot control method and biped robot using the same and computer readable storage medium,UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,89820056,1,B25J-0009/163,T1_auto,휴머노이드명시/전건T1_OEM,True,False,False,False,False,False,False,
17/664990,12290915,2022-05-25,Rehabilitation robot control apparatus and method thereof,Hyundai Motor Company | Kia Corporation | Korea Advanced Institute of Science and Technology,HYUNDAI MOTOR,HYUNDAI MOTOR GROUP,KR,89827051,1,B25J-0011/0005,GRAY,,False,False,False,False,False,False,False,
17/951557,12290923,2022-09-23,"Biped robot and multi-configuration robot capable of being spliced autonomously, and control method of multi-configuration robot",Shandong University,SHANDONG UNIVERSITY,SHANDONG UNIVERSITY,CN,89827059,1,B25J-0009/08,T1_auto,휴머노이드명시/전건T1_OEM,True,True,False,False,False,False,False,
18/123858,12290929,2023-03-20,Applied force control for robots,"Rockwell Automation Technologies, Inc.",ROCKWELL AUTOMATION TECHNOLOGIES,ROCKWELL AUTOMATION TECHNOLOGIES,US,89827065,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
16/195556,11338435,2018-11-19,Gripping system with machine learning,KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,89883867,1,B25J-0009/163,GRAY,,False,True,False,False,False,False,False,
17/415741,11738451,2020-01-08,Control system and control method of control system,OMRON CORPORATION,OMRON,OMRON,JP,89884520,1,B25J-0009/0084,GRAY,,False,True,False,False,False,False,False,
17/292845,12090631,2019-10-30,Robotic arm comprising a human-machine interface,KUKA Deutschland GmbH,KUKA DEUTSCHLAND,KUKA,DE,89890679,1,B25J-0013/06,GRAY,,False,True,False,False,False,False,False,
17/475597,11872705,2021-09-15,Autonomous mobile robot utilizing an omni-directional waypoint and control method thereof,Hyundai Motor Company | Kia Corporation,HYUNDAI MOTOR,HYUNDAI MOTOR GROUP,KR,89905351,1,B25J-0009/1666,GRAY,,False,False,False,False,False,False,False,
17/575010,12285860,2022-01-13,Arm module for a modular robotic arm of an industrial robot,BECKHOFF AUTOMATION GMBH,BECKHOFF AUTOMATION,BECKHOFF AUTOMATION,DE,89983883,1,B25J-0009/08,GRAY,,False,True,False,False,False,False,False,
17/237212,12285861,2021-04-22,Utilizing soft actuated inflatable robotics,BOSTON ENGINEERING CORPORATION,BOSTON ENGINEERING,BOSTON ENGINEERING,US,89990960,1,B25J-0009/142,GRAY,,False,True,False,False,False,False,False,
18/070313,12285870,2022-11-28,"Robot control method, robot and computer-readable storage medium",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,89990961,1,B25J-0009/1664,GRAY,,False,True,False,False,False,False,False,
17/793031,12296472,2021-02-05,Mobile manipulator,OMRON CORPORATION,OMRON,OMRON,JP,90003785,1,B25J-0005/007,GRAY,,False,True,False,False,False,False,False,
17/940763,12300232,2022-09-08,Guide robot and operation method thereof,LG ELECTRONICS INC.,LG ELECTRONICS,LG,KR,90007483,1,B25J-0011/008,GRAY,,False,False,False,False,False,False,False,
17/270244,11858126,2018-08-29,Robot joint and method for sealing a joint gap of a robot joint,ABB Schweiz AG,ABB SCHWEIZ,ABB,CH,90093885,1,B25J-0019/0075,GRAY,,False,True,False,False,False,False,False,
17/061474,11679501,2020-10-01,Controller for determining modification method of position or orientation of robot,FANUC CORPORATION,FANUC,FANUC,JP,90146532,1,B25J-0009/1664,GRAY,,False,True,False,False,False,False,False,
17/991048,12290920,2022-11-21,Arm module for a modular robot arm of an industrial robot,BECKHOFF AUTOMATION GMBH,BECKHOFF AUTOMATION,BECKHOFF AUTOMATION,DE,90251740,1,B25J-0009/08,GRAY,,False,True,False,False,False,False,False,
17/991585,12290921,2022-11-21,"Method and apparatus for controlling wheel-legged robot, wheel-legged robot, and device",TENCENT TECHNOLOGY (SHENZHEN) COMPANY LIMITED,TENCENT TECHNOLOGY (SHENZHEN),TENCENT TECHNOLOGY (SHENZHEN),CN,90252186,1,B25J-0005/007,GRAY,,False,True,False,False,False,False,False,
17/899864,11554479,2022-08-31,Autonomous navigation and collaboration of mobile robots in 5G/6G,"ULTRALOGIC 6G, LLC",ULTRALOGIC 6G,ULTRALOGIC 6G,US,90274762,1,B25J-0009/0084,GRAY,,False,True,False,False,False,False,False,
18/061868,12290940,2022-12-05,Torso protrusion for robotic manipulation of objects and related technology,"AGILITY ROBOTICS, INC.",AGILITY ROBOTICS,AGILITY ROBOTICS,US,90275584,2,B25J-0009/0009,T1_auto,휴머노이드명시/전건T1_OEM,False,True,False,False,False,False,False,
17/665949,11904480,2022-02-07,Automated gas supply system,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG ELECTRONICS,SAMSUNG,KR,90276688,1,B25J-0009/1687,GRAY,,False,False,False,False,False,False,False,
16/821420,11583998,2020-03-17,Robot and method of controlling same,LG ELECTRONICS INC.,LG ELECTRONICS,LG,KR,90374057,1,B25J-0009/0003,E_auto,제외전용신호+Tier신호없음,False,False,False,True,True,False,False,
16/874269,11400593,2020-05-14,"Method of avoiding collision, robot and server implementing thereof",LG ELECTRONICS INC.,LG ELECTRONICS,LG,KR,90374108,1,B25J-0009/1666,GRAY,,False,True,False,False,False,False,False,
18/245212,12304064,2021-09-13,Robot,KUKA DEUTSCHLAND GMBH,KUKA DEUTSCHLAND,KUKA,DE,90378891,1,B25J-0009/047,GRAY,,False,True,False,False,False,False,False,
17/696331,12304071,2022-03-16,"Robot control system, robot control method, and control program",TOYOTA JIDOSHA KABUSHIKI KAISHA,TOYOTA JIDOSHA,TOYOTA,JP,90378898,1,B25J-0009/0084,GRAY,,False,False,False,False,False,False,False,
17/714567,12304073,2022-04-06,"Machine learning device, machine learning method, and controller for robot",DENSO WAVE INCORPORATED,DENSO WAVE,DENSO,JP,90378900,1,B25J-0009/163,GRAY,,False,True,False,False,False,False,False,
17/982395,12304075,2022-11-07,"Planning system, planning method, and non-transitory computer readable storage medium",KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,90378902,1,B25J-0009/163,GRAY,,False,False,False,False,False,False,False,
18/035675,12304076,2021-10-26,Setting method using teaching operation,"DMG MORI CO., LTD.",DMG MORI,DMG MORI,JP,90378903,1,B25J-0009/163,GRAY,,False,False,False,False,False,False,False,
17/928552,12304078,2021-03-05,"Robot control system, control program, and control method",OMRON CORPORATION,OMRON,OMRON,JP,90378905,1,B25J-0009/1641,GRAY,,False,True,False,False,False,False,False,
17/719910,12304079,2022-04-13,"Robot control system, robot control method, and robot control program",TOYOTA JIDOSHA KABUSHIKI KAISHA,TOYOTA JIDOSHA,TOYOTA,JP,90378906,1,B25J-0009/1653,GRAY,,False,True,False,False,False,False,False,
18/091292,12304084,2022-12-29,"Gait planning method, robot and computer-readable storage medium",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,90378911,1,B25J-0009/1664,GRAY,,False,True,False,False,False,False,False,
17/099472,11717968,2020-11-16,"Robot control device, robot control method, and collaborative operation unit",Fanuc Corporation,FANUC,FANUC,JP,90460272,1,B25J-0005/007,GRAY,,False,True,False,False,False,False,False,
18/588055,12202131,2024-02-27,"Bidirectional energy storage device, robotic joint and robot",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,90460595,1,B25J-0017/0258,GRAY,,False,True,False,False,False,False,False,
17/922028,12257722,2021-04-23,"Method for detecting and evaluating a friction status at a joint, robotic arm and computer program product",KUKA DEUTSCHLAND GMBH,KUKA DEUTSCHLAND,KUKA,DE,90462765,1,B25J-0009/1674,GRAY,,False,True,False,False,False,False,False,
16/843698,11524404,2020-04-08,Robot system and control method thereof,LG ELECTRONICS INC.,LG ELECTRONICS,LG,KR,90540724,1,B25J-0009/1676,GRAY,,False,True,False,False,False,False,False,
17/030513,11660761,2020-09-24,Flexible robotic system using end-effector with pass-through suction modules,"GM GLOBAL TECHNOLOGY OPERATIONS, LLC",GM GLOBAL TECHNOLOGY OPERATIONS,GM,US,90550876,1,B25J-0015/0616,GRAY,,False,True,False,False,False,False,False,
18/078717,12186921,2022-12-09,Robotic system for free-forming a workpiece,GM GLOBAL TECHNOLOGY OPERATIONS LLC,GM GLOBAL TECHNOLOGY OPERATIONS,GM,US,90551668,1,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
16/702865,11618163,2019-12-04,Industrial robot system,FANUC CORPORATION,FANUC,FANUC,JP,90551933,1,B25J-0009/1633,GRAY,,False,False,False,False,False,False,False,
17/769147,12109707,2019-10-16,Control of robotic devices over a wireless network,TELEFONAKTIEBOLAGET LM ERICSSON (PUBL),TELEFONAKTIEBOLAGET LM ERICSSON (PUBL),TELEFONAKTIEBOLAGET LM ERICSSON (PUBL),SE,90558705,1,B25J-0009/1664,GRAY,,False,True,False,False,False,False,False,
14/872177,10875188,2015-10-01,Universal motion simulator,DEAKIN UNIVERSITY,DEAKIN UNIVERSITY,DEAKIN UNIVERSITY,AU,90972513,1,B25J-0013/02,T1_auto,휴머노이드명시/전건T1_OEM,True,True,False,False,False,False,False,
15/974444,10843336,2018-05-08,Magnetic assembly of soft robots with hard components,President and Fellows of Harvard College,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,US,91067668,1,B25J-0009/14,GRAY,,False,True,False,False,False,False,False,
16/095123,11034034,2017-04-20,Packing robot,ROBOTICS PLUS LIMITED,ROBOTICS PLUS,ROBOTICS PLUS,NZ,91113910,1,B25J-0019/023,GRAY,,False,False,False,False,False,False,False,
16/171583,10759057,2018-10-26,Inspection system,KABUSHIKI KAISHA TOSHIBA,TOSHIBA,TOSHIBA,JP,91128756,2,B25J-0009/1697,GRAY,,False,False,False,False,False,False,False,
17/262714,11505293,2019-07-23,Underwater vehicle with variable configuration,UNIVERSITA' DEGLI STUDI DI FIRENZE,UNIVERSITA' DEGLI STUDI DI FIRENZE,UNIVERSITA' DEGLI STUDI DI FIRENZE,IT,91590012,1,B25J-0009/08,GRAY,,False,True,False,False,False,False,False,
16/341730,11597099,2017-11-29,Underactuated robotic hand,BIONIT LABS S.R.L.,BIONIT LABS,BIONIT LABS,IT,91648694,1,B25J-0015/0009,T1_auto,휴머노이드명시/전건T1_OEM,True,True,False,False,False,False,False,
16/769796,11679495,2018-12-06,Planar multi-joint robot arm system,VDL ENABLING TECHNOLOGIES GROUP B.V.,VDL ENABLING TECHNOLOGIES GROUP,VDL ENABLING TECHNOLOGIES GROUP,NL,91722273,1,B25J-0009/1065,GRAY,,False,True,False,False,False,False,False,
14/601111,9724823,2015-01-20,"Method for controlling the walking motion of a mobile robot, and robot implementing said method",SOFTBANK ROBOTICS EUROPE,SOFTBANK ROBOTICS EUROPE,SOFTBANK ROBOTICS,FR,92084240,1,B25J-0009/16,T1_auto,휴머노이드명시/전건T1_OEM,True,True,False,False,False,False,False,
14/616146,9393687,2015-02-06,Method for programming an industrial robot and industrial robot,KUKA LABORATORIES GMBH,KUKA LABORATORIES,KUKA,DE,92182808,1,B25J-0009/0081,GRAY,,False,True,False,False,False,False,False,
15/949055,10300606,2018-04-09,Adapting robot behavior based upon human-robot interaction,"Microsoft Technology Licensing, LLC",MICROSOFT TECHNOLOGY LICENSING,MICROSOFT TECHNOLOGY LICENSING,US,92195728,2,B25J-0009/1694,GRAY,,False,True,False,False,True,False,False,
14/850019,9925661,2015-09-10,Method for controlling wearable robot,TOYOTA JIDOSHA KABUSHIKI KAISHA,TOYOTA JIDOSHA,TOYOTA,JP,92208633,1,B25J-0009/0006,GRAY,,False,True,False,True,False,False,False,
14/802971,9592603,2015-07-17,Reconfigurable robotic system,SPIN MASTER LTD.,SPIN MASTER,SPIN MASTER,CA,92208777,3,B25J-0009/08,GRAY,,False,True,False,False,False,False,False,
15/069523,9592604,2016-03-14,Remotely operating a mobile robot,"IROBOT DEFENSE HOLDINGS, INC. | iRobot Corporation",IROBOT DEFENSE,IROBOT DEFENSE,US,92221779,2,B25J-0013/006,GRAY,,False,True,False,False,False,False,False,
15/124990,10654167,2015-03-10,Method for initializing and controlling robotized equipment,BIO-RAD EUROPE GMBH,BIO-RAD EUROPE,BIO-RAD EUROPE,CH,92226192,1,B25J-0009/1682,GRAY,,False,False,False,False,False,False,False,
15/235719,10166673,2016-08-12,Portable apparatus for controlling robot and method thereof,ABB Schweiz AG,ABB SCHWEIZ,ABB,CH,92227999,1,B25J-0009/161,GRAY,,False,True,False,False,False,False,False,
15/296718,10675752,2016-10-18,Absolute robot-assisted positioning method,FFT Produktionssysteme GMBH & Co. KG,FFT PRODUKTIONSSYSTEME & CO KG,FFT PRODUKTIONSSYSTEME & CO KG,DE,92236014,1,B25J-0009/0084,GRAY,,False,False,False,False,False,False,False,
15/515038,10464210,2015-09-28,Method and device for open-loop/closed-loop control of a robot manipulator,KASTANIENBAUM GMBH,KASTANIENBAUM,FRANKA,DE,92243104,1,B25J-0009/1676,GRAY,,False,True,False,False,False,False,False,
15/017814,10335958,2016-02-08,Robotic end effector quick change mechanism with switchable magnetic coupler,The Boeing Company,THE BOEING,THE BOEING,US,92243449,2,B25J-0015/0441,GRAY,,False,True,False,False,False,False,False,
15/548377,10675756,2016-02-02,Device and method for performing open-loop and closed-loop control of a robot manipulator,KASTANIENBAUM GMBH,KASTANIENBAUM,FRANKA,DE,92255114,1,B25J-0009/1641,GRAY,,False,True,False,False,False,False,False,
15/561752,10150214,2015-03-31,Method for controlling an industrial robot by touch,ABB SCHWEIZ AG,ABB SCHWEIZ,ABB,CH,92258069,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
14/680837,9962833,2015-04-07,System and method for adjusting end-effector actuation based on relative position with respect to gravitational force,MTM ROBOTICS LLC,MTM ROBOTICS,MTM ROBOTICS,US,92259117,1,B25J-0009/1674,GRAY,,False,True,False,False,False,False,False,
15/566516,10668617,2016-04-11,Robotic cart pulling vehicle for automated pulling of carts,MOBILE INDUSTRIAL ROBOTS A/S,MOBILE INDUSTRIAL ROBOTS A/S,MOBILE INDUSTRIAL ROBOTS A/S,DK,92259525,1,B25J-0009/1065,GRAY,,False,False,False,False,False,False,False,
15/537117,10031524,2016-09-05,Method and device for controlling gait of biped robot,GOERTEK INC.,GOERTEK,GOERTEK,CN,92262496,1,B25J-0009/16,T1_auto,휴머노이드명시/전건T1_OEM,True,True,False,False,False,False,False,
15/742554,11000947,2016-07-05,"Coating plant robot, in particular manipulating robot",DÜRR SYSTEMS AG,DÜRR SYSTEMS,DÜRR SYSTEMS,DE,92264131,1,B25J-0009/0072,GRAY,,False,True,False,False,False,False,False,
15/743723,10967521,2016-07-14,Robot and robot system,"FINEWELL CO., LTD.",FINEWELL,FINEWELL,JP,92267283,1,B25J-0011/0005,GRAY,,False,False,False,False,False,False,False,
15/746493,10668631,2016-06-08,Compensating device for a handling unit and handling unit comprising the compensating device,ROBERT BOSCH GMBH,ROBERT BOSCH,ROBERT BOSCH,DE,92267578,1,B25J-0017/0225,GRAY,,False,True,False,False,False,False,False,
15/746583,10919156,2016-07-22,Communication paths for robot arms,CMR SURGICAL LIMITED,CMR SURGICAL,CMR SURGICAL,GB,92267687,1,B25J-0013/085,GRAY,,False,True,True,False,False,False,False,
15/225364,10046462,2016-08-01,Self-contained robotic gripper system,"SOFT ROBOTICS, INC.",SOFT ROBOTICS,SOFT ROBOTICS/OXIPITAL,US,92268573,4,B25J-0015/0023,GRAY,,False,True,False,False,False,False,False,
15/754169,10953554,2016-07-12,Articulated robot arm,NIMBL'BOT SAS,NIMBL'BOT,NIMBL'BOT,FR,92270096,1,B25J-0017/0275,GRAY,,False,True,False,False,False,False,False,
15/762820,10265861,2016-09-02,Gripping device,SCHUNK GMBH & CO. KG SPANN-UND GREIFTECHNIK,SCHUNK & CO KG SPANN-UND GREIFTECHNIK,SCHUNK & CO KG SPANN-UND GREIFTECHNIK,DE,92273004,1,B25J-0015/0009,GRAY,,False,True,False,False,False,False,False,
15/574258,10507576,2016-09-22,Industrial robot,AUTONOX ROBOTICS GMBH,AUTONOX ROBOTICS,AUTONOX ROBOTICS,DE,92273182,1,B25J-0009/0051,GRAY,,False,True,False,False,False,False,False,
15/772160,10730191,2016-10-25,Monitoring device of robot system,KAWASAKI JUKOGYO KABUSHIKI KAISHA,KAWASAKI JUKOGYO,KAWASAKI HEAVY INDUSTRIES,JP,92276187,1,B25J-0019/063,GRAY,,False,True,False,False,False,False,False,
15/903122,10279471,2018-02-23,Traveling system with cable guide,SW AUTOMATION GMBH,SW AUTOMATION,SW AUTOMATION,DE,92276955,1,B25J-0009/065,GRAY,,False,False,False,False,False,False,False,
15/780677,10442080,2016-11-24,Monitoring device of robot system,KAWASAKI JUKOGYO KABUSHIKI KAISHA,KAWASAKI JUKOGYO,KAWASAKI HEAVY INDUSTRIES,JP,92279206,1,B25J-0009/1605,GRAY,,False,True,False,False,False,False,False,
16/034523,10828783,2018-07-13,Method for operating a self-traveling robot,VORWERK & CO. INTERHOLDING GMBH,VORWERK & CO INTERHOLDING,VORWERK & CO INTERHOLDING,DE,92287763,1,B25J-0009/1697,E_auto,제외전용신호+Tier신호없음,False,False,False,False,True,False,False,
16/084428,10857678,2017-03-14,Robotic system and method for manufacturing of objects,DANMARKS TEKNISKE UNIVERSITET,DANMARKS TEKNISKE UNIVERSITET,DANMARKS TEKNISKE UNIVERSITET,DK,92287985,1,B25J-0011/0055,GRAY,,False,False,False,False,False,False,False,
16/085290,10702990,2017-03-17,Robot and a method of controlling a robot,FLOW ROBOTICS A/S,FLOW ROBOTICS A/S,FLOW ROBOTICS A/S,DK,92288062,1,B25J-0009/1694,GRAY,,False,True,False,False,False,False,False,
16/759590,11597076,2018-10-25,"Hardware module for a robotic system, and mechanical coupling",FESTO SE & CO. KG,FESTO & CO KG,FESTO & CO KG,DE,92296156,1,B25J-0009/08,GRAY,,False,False,False,False,False,False,False,
