record_id,등록번호,발명의 명칭,출원인,출원인_norm,출원인_그룹,출원인_국적1,출원일,WIPS패밀리 ID,Current CPC Main,relevance_score,candidate_type,label_v1,gold_v1_1,adjust
15/512256,10118290,Support structure for an upper half body of a robot,"THK CO., LTD.",THK,THK,JP,2015-09-18,92887245,B25J-0005/00,0.7,positive,T1_auto,True,
17/045727,11717964,Control device for robot that works collaboratively with people,KAWASAKI JUKOGYO KABUSHIKI KAISHA,KAWASAKI JUKOGYO,KAWASAKI HEAVY INDUSTRIES,JP,2019-04-01,92912045,B25J-0009/1664,0.7,positive,GRAY,True,
16/060312,11072077,Robot system and operation method thereof,KAWASAKI JUKOGYO KABUSHIKI KAISHA,KAWASAKI JUKOGYO,KAWASAKI HEAVY INDUSTRIES,JP,2016-12-02,93008746,B25J-0013/003,0.7,positive,GRAY,True,
16/891071,11478922,Robot teaching device and robot system,FANUC CORPORATION,FANUC,FANUC,JP,2020-06-03,100746776,B25J-0009/0081,0.7,positive,GRAY,True,
18/109480,12337482,Path generation device and method,OMRON Corporation,OMRON,OMRON,JP,2023-02-14,101691729,B25J-0009/1664,0.7,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
17/005442,11897137,Method of identifying robot model automatically and safely,ABB SCHWEIZ AG,ABB SCHWEIZ,ABB,CH,2020-08-28,101939461,B25J-0009/1653,0.7,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
18/010086,12337487,"Robot control apparatus and method, and robot","GREE ELECTRIC APPLIANCES, INC. OF ZHUHAI",GREE ELECTRIC APPLIANCES OF ZHUHAI,GREE ELECTRIC APPLIANCES OF ZHUHAI,CN,2021-05-17,102277517,B25J-0009/1676,0.7,positive,GRAY,True,
17/907167,12257721,Robot controller,FANUC CORPORATION,FANUC,FANUC,JP,2021-05-06,103765955,B25J-0009/1664,0.7,positive,GRAY,True,
17/090195,11911900,Robot controller and robot control method,FANUC CORPORATION,FANUC,FANUC,JP,2020-11-05,103848947,B25J-0009/1602,0.7,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
16/270877,11364635,Controlling a robot in an environment,Rolls-Royce plc,ROLLS-ROYCE,ROLLS-ROYCE,GB,2019-02-08,104323413,B25J-0009/1697,0.7,positive,GRAY,True,
16/519870,11338429,Robot,LG ELECTRONICS INC.,LG ELECTRONICS,LG,KR,2019-07-23,105287766,B25J-0009/0003,0.7,positive,GRAY,True,
16/566233,11559902,Robot system and control method of the same,LG ELECTRONICS INC.,LG ELECTRONICS,LG,KR,2019-09-10,105287769,B25J-0013/06,0.7,positive,GRAY,True,
18/002434,12311542,Robot system,FANUC CORPORATION,FANUC,FANUC,JP,2021-07-27,105307113,B25J-0009/10,0.7,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
16/094392,11230007,Robot having a controller protected for a network failure,FRANKA EMIKA GMBH,FRANKA EMIKA,FRANKA,DE,2017-04-25,104320636,B25J-0009/1674,0.7,positive,GRAY,True,
17/049019,12434384,Method and control system for controlling movement trajectories of a robot,ABB Schweiz AG,ABB SCHWEIZ,ABB,CH,2018-04-25,106181859,B25J-0009/1664,0.7,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
18/274194,12440982,"Robot control device, robot control method, and robot control program",OMRON CORPORATION,OMRON,OMRON,JP,2022-01-21,106351165,B25J-0009/1656,0.7,positive,GRAY,True,
17/976446,12397443,Robotics control and sensing system and method,11712381 Canada Corporation,11712381 CANADA,11712381 CANADA,미상,2022-10-28,107729021,B25J-0013/081,0.7,positive,GRAY,True,
18/538196,12350834,System for testing and training robot control,ACUMINO,ACUMINO,ACUMINO,US,2023-12-13,108252382,B25J-0009/163,0.7,positive,GRAY,True,
16/909654,11660753,"Control system, control method, robot system, and storage medium",KABUSHIKI KAISHA TOSHIBA | TOSHIBA INFRASTRUCTURE SYSTEMS & SOLUTIONS CORPORATION,TOSHIBA,TOSHIBA,JP,2020-06-23,108054188,B25J-0009/1669,0.7,positive,GRAY,True,
18/327717,12515345,Method of synthesising training datasets for autonomous robotic control,OCADO INNOVATION LIMITED,OCADO INNOVATION,OCADO INNOVATION,GB,2023-06-01,108701525,B25J-0009/1697,0.7,positive,GRAY,True,
18/274144,12515333,"Control device, control method, and storage medium",NEC CORPORATION,NEC,NEC,JP,2021-01-27,108701513,B25J-0009/1661,0.7,positive,GRAY,True,
18/488143,12515335,Device and method for controlling a robot,ROBERT BOSCH GMBH,ROBERT BOSCH,ROBERT BOSCH,DE,2023-10-17,108701515,B25J-0009/1628,0.7,positive,GRAY,True,
17/993779,12521886,Streaming input buffer for real-time robotic control,INTRINSIC INNOVATION LLC,INTRINSIC INNOVATION,ALPHABET,US,2022-11-23,108898718,B25J-0009/16,0.7,positive,GRAY,True,
18/023094,12515339,Methods and systems for improving controlling of a robot,TELEFONAKTIEBOLAGET LM ERICSSON (PUBL),TELEFONAKTIEBOLAGET LM ERICSSON (PUBL),TELEFONAKTIEBOLAGET LM ERICSSON (PUBL),SE,2020-08-26,108701519,B25J-0009/1671,0.7,positive,GRAY,True,
18/566770,12528188,Program generation device and robot control device,FANUC CORPORATION,FANUC,FANUC,JP,2021-06-16,109086079,B25J-0009/1656,0.7,positive,GRAY,True,
18/138913,12515344,Robot control method,"PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO., LTD.",PANASONIC INTELLECTUAL PROPERTY MANAGEMENT,PANASONIC,JP,2023-04-25,109204759,B25J-0009/1697,0.7,positive,GRAY,True,
16/878701,11673269,Method of identifying dynamic obstacle and robot implementing same,LG ELECTRONICS INC.,LG ELECTRONICS,LG,KR,2020-05-20,109159529,B25J-0009/1666,0.7,positive,GRAY,True,
18/568890,12515326,Method for controlling robot and arm,FUJI CORPORATION,FUJI,FUJI,JP,2021-06-24,109328739,B25J-0009/1633,0.7,positive,GRAY,True,
18/007406,12558793,Numerical control system and robot control method,FANUC CORPORATION,FANUC,FANUC,JP,2021-08-05,112490155,B25J-0013/06,0.7,positive,GRAY,False,제외:오탐사전(밸런서·NC 등)
17/942373,12257705,"Robot, robot control method, and non-transitory computer-readable recording medium","CASIO COMPUTER CO., LTD.",CASIO COMPUTER,CASIO COMPUTER,JP,2022-09-12,112513654,B25J-0009/0003,0.7,positive,GRAY,True,
18/047358,12564946,Device and method for controlling a robot device,ROBERT BOSCH GMBH,ROBERT BOSCH,ROBERT BOSCH,DE,2022-10-18,112709820,B25J-0009/163,0.7,positive,GRAY,True,
17/922144,12564942,"Control device, robot system, and robot control method",OMRON CORPORATION,OMRON,OMRON,JP,2021-05-10,112709816,B25J-0009/1612,0.7,positive,GRAY,True,
18/178536,12569995,Path generation for manual robot teaching,KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,2023-03-06,112974049,B25J-0009/1664,0.7,positive,GRAY,True,
18/023258,12194622,Balancer and robot system,FANUC CORPORATION,FANUC,FANUC,JP,2021-09-13,113069504,B25J-0019/0016,0.7,positive,GRAY,False,제외:오탐사전(밸런서·NC 등)
17/504445,12168300,Nonlinear trajectory optimization for robotic devices,"BOSTON DYNAMICS, INC.",BOSTON DYNAMICS,HYUNDAI MOTOR GROUP(2021~)/구글·소프트뱅크(이전),US,2021-10-18,113050925,B25J-0009/1666,0.7,positive,E_auto,True,
18/296312,12583134,Neck device for absorbing shock and reducing vibration of legged mobile robot,Seoul National University R&DB Foundation,SEOUL NATIONAL UNIVERSITY R&DB FOUNDATION,SEOUL NATIONAL UNIVERSITY R&DB FOUNDATION,KR,2023-04-05,113416939,B25J-0019/0091,0.7,positive,GRAY,True,
18/687299,12600042,Control device and robot system,FANUC CORPORATION,FANUC,FANUC,JP,2021-09-30,114068379,B25J-0005/00,0.7,positive,GRAY,True,
18/390358,12605830,Robot planning for gaps,INTRINSIC INNOVATION LLC,INTRINSIC INNOVATION,ALPHABET,US,2023-12-20,114632960,B25J-0009/1661,0.7,positive,GRAY,True,
15/986952,11084169,System and method for controlling a robotic arm,OLIVER CRISPIN ROBOTICS LIMITED,OLIVER CRISPIN ROBOTICS,OLIVER CRISPIN ROBOTICS,GB,2018-05-23,114621587,B25J-0009/1664,0.7,positive,GRAY,True,
18/200347,12496714,Collision-free motion generation,NVIDIA CORPORATION,NVIDIA,NVIDIA,US,2023-05-22,114634152,B25J-0009/1664,0.7,positive,GRAY,True,
18/278305,12617082,"Learning device, learning method, and recording medium",NEC CORPORATION,NEC,NEC,JP,2021-02-26,114642469,B25J-0009/163,0.7,positive,GRAY,True,
18/302838,12623345,Path generation method of generating path of robot using command from external apparatus and robot control system,SEIKO EPSON CORPORATION,SEIKO EPSON,SEIKO EPSON,JP,2023-04-19,114850760,B25J-0009/1664,0.7,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
18/018199,12629832,Robot control device,FANUC CORPORATION,FANUC,FANUC,JP,2021-08-18,115040062,B25J-0009/1666,0.7,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
18/146079,12629833,Trajectory planning systems and methods,INTEL CORPORATION,INTEL,INTEL,US,2022-12-23,115040063,B25J-0009/1666,0.7,positive,GRAY,True,
18/262577,12496732,"Computation device for calculating permissible value of external force acting on robot device or workpiece, and device for controlling robot",FANUC CORPORATION,FANUC,FANUC,JP,2022-03-24,115312536,B25J-0013/085,0.7,positive,GRAY,True,
18/162808,12311541,"Generation method, computer program, and generation system",SEIKO EPSON CORPORATION,SEIKO EPSON,SEIKO EPSON,JP,2023-02-01,115512958,B25J-0009/0081,0.7,positive,GRAY,True,
18/002453,12337480,Robot control system,FANUC CORPORATION,FANUC,FANUC,JP,2021-07-07,115608120,B25J-0009/1656,0.7,positive,GRAY,True,
18/087265,12285863,"Robot control method and apparatus, electronic device, storage medium, and robot","BEIJING XIAOMI ROBOT TECHNOLOGY CO., LTD.",BEIJING XIAOMI ROBOT TECHNOLOGY,BEIJING XIAOMI ROBOT TECHNOLOGY,CN,2022-12-22,115637550,B25J-0009/1602,0.7,positive,T1_auto,True,
18/368578,12661790,"Remote operation method, storage medium, remote operation device, and remote operation system","HONDA MOTOR CO., LTD.",HONDA MOTOR,HONDA,JP,2023-09-15,116020049,B25J-0009/1671,0.7,positive,GRAY,True,
17/361323,11826913,"Control system, robot system and control method",KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,2021-06-29,116721577,B25J-0009/1671,0.7,positive,GRAY,True,
18/603784,12678968,Robot and controlling method thereof,"Samsung Electronics Co., Ltd.",SAMSUNG ELECTRONICS,SAMSUNG,KR,2024-03-13,116709567,B25J-0011/0005,0.7,positive,GRAY,True,
18/179936,12508713,Systems and methods for robotic system with object handling,"MUJIN, INC.",MUJIN,MUJIN,JP,2023-03-07,116797131,B25J-0009/1697,0.7,positive,GRAY,True,
15/446473,10350760,"Robot, robot control system, robot control method, and non-transitory computer-readable recording medium","CASIO COMPUTER CO., LTD.",CASIO COMPUTER,CASIO COMPUTER,JP,2017-03-01,17243385,B25J-0011/0005,0.65,positive,GRAY,True,
17/148663,11752628,"Control method for robot, and robot system",SEIKO EPSON CORPORATION,SEIKO EPSON,SEIKO EPSON,JP,2021-01-14,17839276,B25J-0009/1656,0.65,positive,GRAY,True,
16/904302,11724397,Robot and method for controlling the same,LG ELECTRONICS INC.,LG ELECTRONICS,LG,KR,2020-06-17,24897251,B25J-0009/1666,0.65,positive,GRAY,True,
17/415741,11738451,Control system and control method of control system,OMRON CORPORATION,OMRON,OMRON,JP,2020-01-08,89884520,B25J-0009/0084,0.65,positive,GRAY,True,
15/766925,10618167,Robot arm with input elements,KASTANIENBAUM GMBH,KASTANIENBAUM,FRANKA,DE,2016-10-04,104317772,B25J-0009/1656,0.65,positive,GRAY,True,
18/060953,12515315,"Actuator, actuator device, robot, and series of actuator devices","SUMITOMO HEAVY INDUSTRIES, LTD.",SUMITOMO HEAVY INDUSTRIES,SUMITOMO HEAVY INDUSTRIES,JP,2022-12-01,108701495,B25J-0009/12,0.65,positive,GRAY,True,
17/019546,12070860,Machine learning based decision making for robotic item handling,"INTELLIGRATED HEADQUARTERS, LLC",INTELLIGRATED HEADQUARTERS,INTELLIGRATED HEADQUARTERS,US,2020-09-14,114716078,B25J-0009/161,0.65,positive,GRAY,True,
16/473859,11541538,Robot cleaner and control method thereof,LG ELECTRONICS INC.,LG ELECTRONICS,LG,KR,2017-12-08,1095533,B25J-0009/1664,0.1,easy_negative,E_auto,False,
14/838806,9796088,Robot cleaner and control method thereof,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG ELECTRONICS,SAMSUNG,KR,2015-08-28,4687124,B25J-0009/1664,0.1,easy_negative,E_auto,False,
16/754342,11433552,"Method for the adaptive control of a wearable robot, such as an orthesis or a prosthesis, and wearable robot operating according such method",SCUOLA SUPERIORE DI STUDI UNIVERSITARI E DI PERFEZIONAMENTO SANT'ANNA,SCUOLA SUPERIORE DI STUDI UNIVERSITARI E DI PERFEZIONAMENTO SANT'ANNA,SCUOLA SUPERIORE DI STUDI UNIVERSITARI E DI PERFEZIONAMENTO SANT'ANNA,IT,2018-10-10,3112987,B25J-0013/088,0.1,easy_negative,E_auto,False,
14/598084,9427863,Robot cleaner and method of caring for human using the same,LG ELECTRONICS INC.,LG ELECTRONICS,LG,KR,2015-01-15,4926540,B25J-0009/0003,0.1,easy_negative,E_auto,False,
14/678672,9533416,Method for commanding a multi-axis robot and robot for implementing such a method,STAUBLI FAVERGES,STAUBLI FAVERGES,STAUBLI FAVERGES,FR,2015-04-03,4949424,B25J-0009/1651,0.1,easy_negative,GRAY,False,
14/804928,9452534,"Horizontal articulated robot, and method of controlling the same",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,2015-07-21,4655037,B25J-0013/088,0.1,easy_negative,GRAY,False,
16/454232,11376730,Modular robotic system,BLUEPRINT LAB PTY LTD,BLUEPRINT LAB PTY,BLUEPRINT LAB PTY,AU,2019-06-27,1103629,B25J-0009/08,0.1,easy_negative,GRAY,False,
15/617475,9914221,Teleoperation of machines having at least one actuated mechanism and a fault detection and recovery system,ABB Schweiz AG,ABB SCHWEIZ,ABB,CH,2017-06-08,4945999,B25J-0009/1689,0.1,easy_negative,GRAY,False,
15/925099,10792821,Method and device for decelerating a robot axis arrangement,KUKA Deutschland GmbH,KUKA DEUTSCHLAND,KUKA,DE,2018-03-19,4880830,B25J-0019/0004,0.1,easy_negative,GRAY,False,
14/812816,9950429,Robot cleaning system and method of controlling robot cleaner,LG ELECTRONICS INC.,LG ELECTRONICS,LG,KR,2015-07-29,4981856,B25J-0009/1664,0.1,easy_negative,E_auto,False,
14/601233,10005188,"Parallel link robot, hand for parallel link robot, and parallel link robot system",KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,2015-01-21,4927965,B25J-0015/0616,0.1,easy_negative,GRAY,False,
15/082700,10022862,Control-command architecture for a mobile robot using articulated limbs,Alderbaran Robotics | Aldebaran Robotics,ALDERBARAN ROBOTICS,ALDERBARAN ROBOTICS,FR,2016-03-28,4506304,B25J-0009/161,0.1,easy_negative,T1_auto,True,구제:사례매핑 T1/T2 권고(OEM 전건원칙 포함)
14/835725,10525594,"Teaching system, robot system, and teaching method",KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,2015-08-26,4990527,B25J-0009/1676,0.1,easy_negative,GRAY,False,
16/367159,10857680,Self-moving robot and walking method thereof,"ECOVACS ROBOTICS CO., LTD.",ECOVACS ROBOTICS,ECOVACS ROBOTICS,CN,2019-03-27,4918500,B25J-0011/0085,0.1,easy_negative,GRAY,False,
14/728526,9827676,Robot module,LIEBHERR-VERZAHNTECHNIK GMBH,LIEBHERR-VERZAHNTECHNIK,LIEBHERR-VERZAHNTECHNIK,DE,2015-06-02,4964420,B25J-0009/1679,0.1,easy_negative,GRAY,False,
14/831543,9579787,Method of programming an industrial robot and industrial robots,KUKA ROBOTER GMBH,KUKA ROBOTER,KUKA,DE,2015-08-20,4986852,B25J-0009/0081,0.1,easy_negative,GRAY,False,
15/587615,10011012,Semi-autonomous multi-use robot system and method of operation,Battelle Memorial Institute,BATTELLE MEMORIAL INSTITUTE,BATTELLE MEMORIAL INSTITUTE,US,2017-05-05,4655505,B25J-0009/1666,0.1,easy_negative,GRAY,False,
16/932666,11865705,Teleoperated robotic system,"Sarcos, LC",SARCOS LC,SARCOS LC,US,2020-07-17,4795603,B25J-0003/04,0.1,easy_negative,GRAY,False,
15/958518,RE47553,"Robot, robot system, control device, and control method",Seiko Epson Corporation | Tohoku University,SEIKO EPSON,SEIKO EPSON,JP,2018-04-20,4939569,B25J-0009/1612,0.1,easy_negative,GRAY,False,
17/139868,11794345,Unified robotic vehicle systems and methods of control,SARCOS CORP.,SARCOS,SARCOS,US,2020-12-31,1209888,B25J-0009/1682,0.1,easy_negative,GRAY,False,
14/636181,9545722,"Robot system, robot monitoring device, and robot monitoring method",KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,2015-03-03,4939253,B25J-0009/1697,0.1,easy_negative,GRAY,False,
14/637822,9469032,Method and system for robotic assembly parameter optimization,ABB Inc.,ABB,ABB,US,2015-03-04,4402629,B25J-0009/1687,0.1,easy_negative,GRAY,False,
14/933168,10005185,Flexible cycle time-optimized sharing of a working space for robots,KUKA ROBOTER GMBH,KUKA ROBOTER,KUKA,DE,2015-11-05,5007497,B25J-0009/1682,0.1,easy_negative,GRAY,False,
14/805080,9656387,Human augmentation of robotic work,International Electronic Machines Corp.,INTERNATIONAL ELECTRONIC MACHINES,INTERNATIONAL ELECTRONIC MACHINES,US,2015-07-21,4948274,B25J-0009/16,0.1,easy_negative,GRAY,False,
14/935935,10029368,Domestic robotic system and method,F ROBOTICS ACQUISITIONS LTD.,F ROBOTICS ACQUISITIONS,F ROBOTICS ACQUISITIONS,IL,2015-11-09,5007732,B25J-0009/1666,0.1,easy_negative,E_auto,False,
14/959456,9815200,Safe robot with trajectory progress variables,KUKA ROBOTER GMBH,KUKA ROBOTER,KUKA,DE,2015-12-04,5021195,B25J-0009/1664,0.1,easy_negative,GRAY,False,
15/051002,9902065,Altering an initially predetermined robot path,KUKA ROBOTER GMBH,KUKA ROBOTER,KUKA,DE,2016-02-23,5040651,B25J-0009/1664,0.1,easy_negative,GRAY,False,
14/929565,9943968,Method and system for stopping of axes of an industrial robot,KUKA ROBOTER GMBH,KUKA ROBOTER,KUKA,DE,2015-11-02,5007892,B25J-0019/0004,0.1,easy_negative,GRAY,False,
14/930850,9821462,Method for disconnecting a manual control unit from a multi-axis robot and robot for implementing such a method,STAUBLI FAVERGES,STAUBLI FAVERGES,STAUBLI FAVERGES,FR,2015-11-03,5011186,B25J-0009/1674,0.1,easy_negative,GRAY,False,
15/235141,10035267,Robot system and method for controlling a robot system,ABB SCHWEIZ AG,ABB SCHWEIZ,ABB,CH,2016-08-12,5066289,B25J-0009/1676,0.1,easy_negative,GRAY,False,
14/930529,9616564,Event-based redundancy angle configuration for articulated-arm robots,KUKA ROBOTER GMBH,KUKA ROBOTER,KUKA,DE,2015-11-02,5007906,B25J-0009/06,0.1,easy_negative,GRAY,False,
15/068956,10625431,Robot and method for mounting balancer to robot,KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,2016-03-14,5043379,B25J-0019/0012,0.1,easy_negative,GRAY,False,
15/252355,10124490,Autonomous mobile robot,iRobot Corporation,IROBOT,IROBOT,US,2016-08-31,5057935,B25J-0009/1694,0.1,easy_negative,GRAY,False,
15/176676,9999975,"Method and system for operating and/or monitoring a machine, in particular a robot",KUKA ROBOTER GMBH,KUKA ROBOTER,KUKA,DE,2016-06-08,5065788,B25J-0009/1666,0.1,easy_negative,GRAY,False,
15/190343,10350765,Switching a control of a robot into a manual operating mode,KUKA ROBOTER GMBH,KUKA ROBOTER,KUKA,DE,2016-06-23,5069452,B25J-0013/085,0.1,easy_negative,GRAY,False,
15/097639,9981378,Handheld robot operation unit with an adapter device for a mobile terminal device,KUKA ROBOTER GMBH,KUKA ROBOTER,KUKA,DE,2016-04-13,5051105,B25J-0009/161,0.1,easy_negative,GRAY,False,
15/097602,10099383,Handheld robot operation unit and corresponding method,KUKA ROBOTER GMBH,KUKA ROBOTER,KUKA,DE,2016-04-13,5051106,B25J-0013/02,0.1,easy_negative,GRAY,False,
15/275961,10201897,Method for controlling robot and robot system,KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,2016-09-26,5095193,B25J-0009/1682,0.1,easy_negative,GRAY,False,
15/123394,10226869,Haptic virtual fixture tools,UNIVERSITY OF WASHINGTON,UNIVERSITY OF WASHINGTON,UNIVERSITY OF WASHINGTON,US,2015-03-02,5073498,B25J-0009/1689,0.1,easy_negative,GRAY,False,
15/134730,10011011,Information processing method and information processing apparatus,CANON KABUSHIKI KAISHA,CANON,CANON,JP,2016-04-21,5059088,B25J-0009/161,0.1,easy_negative,GRAY,False,
15/307841,10239201,Master-slave system,MUSCLE CORPORATION,MUSCLE,MUSCLE,JP,2015-04-28,5089050,B25J-0003/00,0.1,easy_negative,GRAY,False,
15/309146,10537996,Control of swarming robots,GEORGIA TECH RESEARCH CORPORATION,GEORGIA TECH RESEARCH,GEORGIA TECH RESEARCH,US,2015-05-05,5090899,B25J-0009/1682,0.1,easy_negative,GRAY,False,
14/937061,10052766,Automatic in-situ registration and calibration of robotic arm/sensor/workspace system,"MICROSOFT TECHNOLOGY LICENSING, LLC",MICROSOFT TECHNOLOGY LICENSING,MICROSOFT TECHNOLOGY LICENSING,US,2015-11-10,5104420,B25J-0009/1692,0.1,easy_negative,GRAY,False,
15/005362,9522471,Virtual safety cages for robotic devices,X DEVELOPMENT LLC,X DEVELOPMENT,ALPHABET,US,2016-01-25,5109928,B25J-0009/1676,0.1,easy_negative,GRAY,False,
15/413689,10207406,"Robot trajectory generation method, robot trajectory generation apparatus, product fabrication method, recording medium, program, and robot system",CANON KABUSHIKI KAISHA,CANON,CANON,JP,2017-01-24,5128079,B25J-0009/1666,0.1,easy_negative,GRAY,False,
15/522235,10654174,Universal end of arm robot tool,FESTO SE & CO. KG | FESTO CORPORATION,FESTO & CO KG,FESTO & CO KG,DE,2015-10-28,5123712,B25J-0015/0061,0.1,easy_negative,GRAY,False,
15/289864,9868207,Generating robotic grasping instructions for inventory items,"Amazon Technologies, Inc.",AMAZON TECHNOLOGIES,AMAZON,US,2016-10-10,5153248,B25J-0009/1602,0.1,easy_negative,GRAY,False,
15/443181,10040193,"Motor control system, robot system, and communication method for motor control system",KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,2017-02-27,5138123,B25J-0009/126,0.1,easy_negative,GRAY,False,
16/081763,11338434,Controlling process of robots having a behavior tree architecture,MAGAZINO GMBH,MAGAZINO,MAGAZINO,DE,2017-02-24,5139604,B25J-0009/163,0.1,easy_negative,GRAY,False,
15/535718,10675771,Industrial robot and method for moving a robot arm in a clean room,KUKA ROBOTER GMBH,KUKA ROBOTER,KUKA,DE,2015-12-15,5153098,B25J-0019/0075,0.1,easy_negative,GRAY,False,
15/410763,10335949,System for operating mobile robot based on complex map information and operating method thereof,"YUJIN ROBOT CO., LTD.",YUJIN ROBOT,YUJIN ROBOT,KR,2017-01-19,5128280,B25J-0009/1689,0.1,easy_negative,GRAY,False,
15/474130,10335948,Abnormality determining device and abnormality determining method,TOYOTA JIDOSHA KABUSHIKI KAISHA,TOYOTA JIDOSHA,TOYOTA,JP,2017-03-30,5157478,B25J-0009/1674,0.1,easy_negative,GRAY,False,
15/549889,10766139,Method for avoiding collisions between two robots,ABB SCHWEIZ AG,ABB SCHWEIZ,ABB,CH,2015-02-13,5167996,B25J-0009/1676,0.1,easy_negative,GRAY,False,
15/586339,10500729,Fenceless industrial robot system,OpiFlex Automation AB,OPIFLEX AUTOMATION,OPIFLEX AUTOMATION,SE,2017-05-04,5159338,B25J-0009/1676,0.1,easy_negative,GRAY,False,
15/196510,10118297,Analysis of end effector operations by a robot,The Boeing Company,THE BOEING,THE BOEING,US,2016-06-29,5173942,B25J-0009/1692,0.1,easy_negative,GRAY,False,
15/570581,10780584,Remotely operated manual welding method and welding robot implementing such a method,COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,FR,2016-05-19,5196463,B25J-0009/1689,0.1,easy_negative,GRAY,False,
15/647350,10456913,Method and apparatus for controlling a robot movement of a robot on the basis of a second trajectory,SIEMENS AKTIENGESELLSCHAFT,SIEMENS,SIEMENS,DE,2017-07-12,5179417,B25J-0009/1664,0.1,easy_negative,GRAY,False,
16/323176,11345018,Programmable robot for educational purposes,KUBO ROBOTICS APS,KUBO ROBOTICS,KUBO ROBOTICS,DK,2017-08-11,5184785,B25J-0009/0003,0.1,easy_negative,GRAY,False,
14/660161,9649766,Systems and methods to facilitate human/robot interaction,"AMAZON TECHNOLOGIES, INC.",AMAZON TECHNOLOGIES,AMAZON,US,2015-03-17,5178608,B25J-0009/1666,0.1,easy_negative,GRAY,False,
15/194283,10112310,Food handling gripper,"SOFT ROBOTICS, INC.",SOFT ROBOTICS,SOFT ROBOTICS/OXIPITAL,US,2016-06-27,5207890,B25J-0015/12,0.1,easy_negative,GRAY,False,
15/719243,10786904,"Method for industrial robot commissioning, industrial robot system and control system using the same",ABB Schweiz AG,ABB SCHWEIZ,ABB,CH,2017-09-28,5182355,B25J-0009/1692,0.1,easy_negative,GRAY,False,
15/576657,10279469,Multi-motion-platform parallel robot construction method and parallel robots for same,"HAN, FANYUAN | BEIJING FINE WAY TECHNOLOGY CO., LTD.",HAN FANYUAN,HAN FANYUAN,CN,2016-05-20,5200713,B25J-0009/003,0.1,easy_negative,GRAY,False,
14/807434,10016892,System and method for determining tool offsets,GOOGLE LLC | X DEVELOPMENT LLC,GOOGLE,ALPHABET,US,2015-07-23,5215301,B25J-0009/1005,0.1,easy_negative,GRAY,False,
15/739543,10828777,Method for the redundancy-optimized planning of the operation of a mobile robot,KUKA ROBOTER GMBH,KUKA ROBOTER,KUKA,DE,2016-06-07,5206905,B25J-0009/1664,0.1,easy_negative,GRAY,False,
16/336410,11260537,Machine tool for robot-assisted surface finishing,FERROBOTICS COMPLIANT ROBOT TECHNOLOGY GMBH,FERROBOTICS COMPLIANT ROBOT TECHNOLOGY,FERROBOTICS COMPLIANT ROBOT TECHNOLOGY,AT,2017-09-26,5216523,B25J-0011/0065,0.1,easy_negative,GRAY,False,
15/744173,10828769,"Ascertaining an input command for a robot, said input command being entered by manually exerting a force onto the robot",KUKA ROBOTER GMBH,KUKA ROBOTER,KUKA,DE,2016-07-11,5213308,B25J-0009/0081,0.1,easy_negative,GRAY,False,
15/729953,10456914,System and method for determining a work offset,X Development LLC,X DEVELOPMENT,ALPHABET,US,2017-10-11,5215362,B25J-0009/1664,0.1,easy_negative,GRAY,False,
15/941722,10926406,"Robot, XY table for a robot and linear transport system",BECKHOFF AUTOMATION GMBH,BECKHOFF AUTOMATION,BECKHOFF AUTOMATION,DE,2018-03-30,5231861,B25J-0009/106,0.1,easy_negative,GRAY,False,
15/758756,11312016,Method and system for controlling a robot arrangement,KUKA DEUTSCHLAND GMBH,KUKA DEUTSCHLAND,KUKA,DE,2016-09-05,5229710,B25J-0009/1674,0.1,easy_negative,GRAY,False,
